last_order_date|distinct_weeks|days_since_last_order|user_recency_score|user_frequency_score
2020-11-27|3|3|5|1
2020-10-02|3|59|1|1
2020-11-09|4|21|3|2
2020-11-11|6|19|3|4
2020-11-17|7|13|4|4
2020-11-21|12|9|4|5
2020-11-23|5|7|4|3
2020-11-28|11|2|5|5
2020-11-18|5|12|4|3
2020-11-22|3|8|4|1
2020-11-11|2|19|3|1
2020-10-29|3|32|2|1
2020-10-28|4|33|2|2
2020-08-05|2|117|1|1
2020-11-28|2|2|5|1
2020-11-28|6|2|5|4
2020-11-29|5|1|5|3
2020-11-03|6|27|3|4
2020-11-23|3|7|4|1
2020-06-16|2|167|1|1
2020-11-16|3|14|3|1
2020-11-13|5|17|3|3
2020-10-27|5|34|2|3
2020-08-12|2|110|1|1
2020-11-02|1|28|3|1
2020-11-27|6|3|5|4
2020-10-04|3|57|1|1
2020-11-30|5|0|5|3
2020-10-30|2|31|2|1
2020-08-19|2|103|1|1
2020-11-11|6|19|3|4
2020-10-22|6|39|2|4
2020-11-10|15|20|3|5
2020-09-26|6|65|1|4
2020-11-26|1|4|5|1
2020-11-21|3|9|4|1
2020-11-30|4|0|5|2
2020-11-23|8|7|4|5
2020-11-06|6|24|3|4
2020-10-09|4|52|2|2
2020-11-26|4|4|5|2
2020-11-11|5|19|3|3
2020-10-13|4|48|2|2
2020-11-26|4|4|5|2
2020-11-09|2|21|3|1
2020-11-25|6|5|5|4
2020-11-29|11|1|5|5
2020-09-24|5|67|1|3
2020-11-11|5|19|3|3
2020-11-20|6|10|4|4
2020-08-03|2|119|1|1
2020-11-13|8|17|3|5
2020-10-17|5|44|2|3
2020-11-27|10|3|5|5
2020-10-11|4|50|2|2
2020-06-14|1|169|1|1
2020-11-15|5|15|3|3
2020-10-31|7|30|2|4
2020-11-25|4|5|5|2
2020-11-23|6|7|4|4
2020-11-24|5|6|4|3
2020-11-25|5|5|5|3
2020-10-31|6|30|2|4
2020-11-10|5|20|3|3
2020-10-21|2|40|2|1
2020-11-02|1|28|3|1
2020-11-25|6|5|5|4
2020-11-13|6|17|3|4
2020-08-09|4|113|1|2
2020-11-14|5|16|3|3
2020-11-20|6|10|4|4
2020-10-18|3|43|2|1
2020-09-30|3|61|1|1
2020-11-22|9|8|4|5
2020-11-22|11|8|4|5
2020-11-29|8|1|5|5
2020-11-29|3|1|5|1
2020-08-07|1|115|1|1
2020-11-26|3|4|5|1
2020-11-14|3|16|3|1
2020-09-04|1|87|1|1
2020-11-09|6|21|3|4
2020-10-14|6|47|2|4
2020-10-21|6|40|2|4
2020-11-05|3|25|3|1
2020-11-19|10|11|4|5
2020-10-27|6|34|2|4
2020-11-04|5|26|3|3
2020-08-15|3|107|1|1
2020-11-25|5|5|5|3
2020-09-14|3|77|1|1
2020-11-11|4|19|3|2
2020-11-30|11|0|5|5
2020-11-03|2|27|3|1
2020-10-01|4|60|1|2
2020-10-26|2|35|2|1
2020-11-10|8|20|3|5
2020-10-18|8|43|2|5
2020-11-29|7|1|5|4
2020-11-30|6|0|5|4
2020-11-23|2|7|4|1
2020-11-26|1|4|5|1
2020-11-26|11|4|5|5
2020-11-15|5|15|3|3
2020-06-29|2|154|1|1
2020-11-29|2|1|5|1
2020-10-31|6|30|2|4
2020-11-15|4|15|3|2
2020-11-21|11|9|4|5
2020-08-23|4|99|1|2
2020-09-19|3|72|1|1
2020-11-16|4|14|3|2
2020-09-15|5|76|1|3
2020-09-30|3|61|1|1
2020-11-29|7|1|5|4
2020-11-28|10|2|5|5
2020-11-22|3|8|4|1
2020-10-27|5|34|2|3
2020-11-29|3|1|5|1
2020-11-21|5|9|4|3
2020-08-27|2|95|1|1
2020-10-31|3|30|2|1
2020-11-07|5|23|3|3
2020-11-14|8|16|3|5
2020-11-06|2|24|3|1
2020-08-06|4|116|1|2
2020-07-23|3|130|1|1
2020-10-12|3|49|2|1
2020-11-29|7|1|5|4
2020-10-04|2|57|1|1
2020-11-20|3|10|4|1
2020-09-28|3|63|1|1
2020-07-18|2|135|1|1
2020-10-20|5|41|2|3
2020-10-14|3|47|2|1
2020-10-01|3|60|1|1
2020-10-10|5|51|2|3
2020-11-22|10|8|4|5
2020-10-24|3|37|2|1
2020-10-10|3|51|2|1
2020-11-21|5|9|4|3
2020-11-24|8|6|4|5
2020-11-22|2|8|4|1
2020-10-12|5|49|2|3
2020-11-30|7|0|5|4
2020-11-06|4|24|3|2
2020-11-03|2|27|3|1
2020-11-11|3|19|3|1
2020-11-21|5|9|4|3
2020-10-14|5|47|2|3
2020-11-28|8|2|5|5
2020-11-17|5|13|4|3
2020-06-13|1|170|1|1
2020-11-28|5|2|5|3
2020-10-17|4|44|2|2
2020-11-10|8|20|3|5
2020-11-14|6|16|3|4
2020-11-13|12|17|3|5
2020-11-07|6|23|3|4
2020-11-09|2|21|3|1
2020-08-27|3|95|1|1
2020-11-27|5|3|5|3
2020-11-28|2|2|5|1
2020-11-15|8|15|3|5
2020-11-01|3|29|2|1
2020-10-24|3|37|2|1
2020-11-13|9|17|3|5
2020-10-31|5|30|2|3
2020-10-12|6|49|2|4
2020-09-16|2|75|1|1
2020-08-29|3|93|1|1
2020-11-29|6|1|5|4
2020-11-21|3|9|4|1
2020-11-30|6|0|5|4
2020-10-18|5|43|2|3
2020-11-03|4|27|3|2
2020-11-26|5|4|5|3
2020-11-23|8|7|4|5
2020-11-14|2|16|3|1
2020-10-07|4|54|1|2
2020-11-27|5|3|5|3
2020-10-30|7|31|2|4
2020-11-21|3|9|4|1
2020-11-12|7|18|3|4
2020-10-13|2|48|2|1
2020-11-23|3|7|4|1
2020-09-15|2|76|1|1
2020-10-16|3|45|2|1
2020-08-20|4|102|1|2
2020-11-22|3|8|4|1
2020-09-28|5|63|1|3
2020-11-30|7|0|5|4
2020-08-15|3|107|1|1
2020-11-15|4|15|3|2
2020-10-17|4|44|2|2
2020-11-16|10|14|3|5
2020-11-23|8|7|4|5
2020-09-22|3|69|1|1
2020-10-21|6|40|2|4
2020-11-15|4|15|3|2
2020-11-13|5|17|3|3
2020-08-01|2|121|1|1
2020-11-29|7|1|5|4
2020-10-07|4|54|1|2
2020-10-16|4|45|2|2
2020-10-10|6|51|2|4
2020-11-13|5|17|3|3
2020-11-15|5|15|3|3
2020-10-11|7|50|2|4
2020-11-09|2|21|3|1
2020-11-10|4|20|3|2
2020-11-29|4|1|5|2
2020-11-28|8|2|5|5
2020-11-07|3|23|3|1
2020-09-13|2|78|1|1
2020-11-26|11|4|5|5
2020-09-16|6|75|1|4
2020-11-12|5|18|3|3
2020-11-10|4|20|3|2
2020-11-12|1|18|3|1
2020-11-22|5|8|4|3
2020-11-20|3|10|4|1
2020-11-03|6|27|3|4
2020-11-12|4|18|3|2
2020-11-11|5|19|3|3
2020-10-18|7|43|2|4
2020-09-25|4|66|1|2
2020-11-14|7|16|3|4
2020-08-01|2|121|1|1
2020-10-22|6|39|2|4
2020-11-21|5|9|4|3
2020-09-22|4|69|1|2
2020-11-20|11|10|4|5
2020-09-27|3|64|1|1
2020-11-28|3|2|5|1
2020-11-22|3|8|4|1
2020-11-27|5|3|5|3
2020-11-25|7|5|5|4
2020-11-13|6|17|3|4
2020-10-13|3|48|2|1
2020-11-01|6|29|2|4
2020-08-16|4|106|1|2
2020-10-28|7|33|2|4
2020-10-19|8|42|2|5
2020-11-28|5|2|5|3
2020-10-27|4|34|2|2
2020-10-16|10|45|2|5
2020-10-17|2|44|2|1
2020-10-22|2|39|2|1
2020-11-29|2|1|5|1
2020-11-23|6|7|4|4
2020-11-20|5|10|4|3
2020-10-25|8|36|2|5
2020-11-12|5|18|3|3
2020-11-22|5|8|4|3
2020-11-27|3|3|5|1
2020-09-11|4|80|1|2
2020-11-16|9|14|3|5
2020-11-15|8|15|3|5
2020-10-17|6|44|2|4
2020-10-22|6|39|2|4
2020-10-03|9|58|1|5
2020-11-18|3|12|4|1
2020-11-06|6|24|3|4
2020-11-02|2|28|3|1
2020-10-10|3|51|2|1
2020-11-21|9|9|4|5
2020-11-10|6|20|3|4
2020-08-19|2|103|1|1
2020-11-12|7|18|3|4
2020-11-10|3|20|3|1
2020-09-22|2|69|1|1
2020-09-08|1|83|1|1
2020-11-21|7|9|4|4
2020-11-10|2|20|3|1
2020-11-02|3|28|3|1
2020-10-17|4|44|2|2
2020-11-27|5|3|5|3
2020-11-14|4|16|3|2
2020-11-20|5|10|4|3
2020-10-04|2|57|1|1
2020-09-30|4|61|1|2
2020-10-17|7|44|2|4
2020-09-30|2|61|1|1
2020-11-21|5|9|4|3
2020-11-13|9|17|3|5
2020-07-13|2|140|1|1
2020-10-20|4|41|2|2
2020-11-10|3|20|3|1
2020-09-16|3|75|1|1
2020-11-14|3|16|3|1
2020-10-25|8|36|2|5
2020-08-18|2|104|1|1
2020-09-15|5|76|1|3
2020-11-30|6|0|5|4
2020-11-15|9|15|3|5
2020-11-30|8|0|5|5
2020-10-22|4|39|2|2
2020-11-25|6|5|5|4
2020-11-23|9|7|4|5
2020-11-29|5|1|5|3
2020-10-19|2|42|2|1
2020-10-16|3|45|2|1
2020-10-31|1|30|2|1
2020-11-25|16|5|5|5
2020-11-25|10|5|5|5
2020-11-14|10|16|3|5
2020-11-23|9|7|4|5
2020-11-12|2|18|3|1
2020-10-28|3|33|2|1
2020-11-23|13|7|4|5
2020-11-11|7|19|3|4
2020-10-04|4|57|1|2
2020-11-21|6|9|4|4
2020-10-03|4|58|1|2
2020-11-30|5|0|5|3
2020-11-27|8|3|5|5
2020-11-21|8|9|4|5
2020-11-08|2|22|3|1
2020-10-16|2|45|2|1
2020-10-18|2|43|2|1
2020-10-24|4|37|2|2
2020-08-18|2|104|1|1
2020-11-29|10|1|5|5
2020-09-24|4|67|1|2
2020-11-09|6|21|3|4
2020-09-26|3|65|1|1
2020-11-14|3|16|3|1
2020-11-23|6|7|4|4
2020-11-03|3|27|3|1
2020-06-27|1|156|1|1
2020-10-21|5|40|2|3
2020-10-17|6|44|2|4
2020-11-21|5|9|4|3
2020-11-22|7|8|4|4
2020-11-14|4|16|3|2
2020-10-25|4|36|2|2
2020-10-04|2|57|1|1
2020-11-11|4|19|3|2
2020-08-08|3|114|1|1
2020-11-27|10|3|5|5
2020-07-26|1|127|1|1
2020-11-29|8|1|5|5
2020-10-24|12|37|2|5
2020-11-09|5|21|3|3
2020-09-30|4|61|1|2
2020-10-03|4|58|1|2
2020-11-11|4|19|3|2
2020-11-06|7|24|3|4
2020-11-21|5|9|4|3
2020-11-23|5|7|4|3
2020-10-29|11|32|2|5
2020-11-29|5|1|5|3
2020-11-28|6|2|5|4
2020-11-17|9|13|4|5
2020-11-30|8|0|5|5
2020-11-23|2|7|4|1
2020-11-19|3|11|4|1
2020-11-23|5|7|4|3
2020-11-30|7|0|5|4
2020-11-28|4|2|5|2
2020-11-24|6|6|4|4
2020-10-17|8|44|2|5
2020-11-29|6|1|5|4
2020-11-09|4|21|3|2
2020-10-01|6|60|1|4
2020-11-13|2|17|3|1
2020-09-28|4|63|1|2
2020-11-28|4|2|5|2
2020-11-29|5|1|5|3
2020-11-29|1|1|5|1
2020-11-16|5|14|3|3
2020-11-18|8|12|4|5
2020-11-19|9|11|4|5
2020-11-23|5|7|4|3
2020-11-30|5|0|5|3
2020-10-16|3|45|2|1
2020-11-23|7|7|4|4
2020-08-25|1|97|1|1
2020-11-27|3|3|5|1
2020-10-21|8|40|2|5
2020-11-02|8|28|3|5
2020-10-12|1|49|2|1
2020-11-27|7|3|5|4
2020-11-11|10|19|3|5
2020-11-30|6|0|5|4
2020-09-15|3|76|1|1
2020-11-27|2|3|5|1
2020-11-25|6|5|5|4
2020-09-12|2|79|1|1
2020-10-28|4|33|2|2
2020-11-22|9|8|4|5
2020-11-17|4|13|4|2
2020-11-09|5|21|3|3
2020-11-11|5|19|3|3
2020-11-25|7|5|5|4
2020-11-28|5|2|5|3
2020-11-30|7|0|5|4
2020-09-12|4|79|1|2
2020-11-25|8|5|5|5
2020-11-14|6|16|3|4
2020-11-21|11|9|4|5
2020-11-25|7|5|5|4
2020-10-25|1|36|2|1
2020-11-30|8|0|5|5
2020-11-18|5|12|4|3
2020-08-23|3|99|1|1
2020-10-17|2|44|2|1
2020-08-15|3|107|1|1
2020-11-21|4|9|4|2
2020-11-09|3|21|3|1
2020-11-21|13|9|4|5
2020-11-09|7|21|3|4
2020-10-04|4|57|1|2
2020-11-14|6|16|3|4
2020-09-29|2|62|1|1
2020-11-23|3|7|4|1
2020-11-10|6|20|3|4
2020-10-10|4|51|2|2
2020-10-20|3|41|2|1
2020-11-21|9|9|4|5
2020-11-28|5|2|5|3
2020-06-18|1|165|1|1
2020-11-29|6|1|5|4
2020-08-30|1|92|1|1
2020-08-07|3|115|1|1
2020-09-27|1|64|1|1
2020-10-25|5|36|2|3
2020-08-27|2|95|1|1
2020-08-15|2|107|1|1
2020-09-30|3|61|1|1
2020-06-12|2|171|1|1
2020-11-29|6|1|5|4
2020-11-26|7|4|5|4
2020-11-18|4|12|4|2
2020-11-08|3|22|3|1
2020-11-24|2|6|4|1
2020-10-25|3|36|2|1
2020-11-09|7|21|3|4
2020-11-17|4|13|4|2
2020-11-15|5|15|3|3
2020-10-02|6|59|1|4
2020-10-30|4|31|2|2
2020-10-13|4|48|2|2
2020-09-29|5|62|1|3
2020-10-01|2|60|1|1
2020-10-31|6|30|2|4
2020-11-27|8|3|5|5
2020-06-21|2|162|1|1
2020-11-24|5|6|4|3
2020-09-20|4|71|1|2
2020-09-20|2|71|1|1
2020-11-10|2|20|3|1
2020-11-21|7|9|4|4
2020-11-27|5|3|5|3
2020-11-11|4|19|3|2
2020-11-10|4|20|3|2
2020-11-13|4|17|3|2
2020-11-27|4|3|5|2
2020-11-19|6|11|4|4
2020-11-05|7|25|3|4
2020-10-03|4|58|1|2
2020-11-08|10|22|3|5
2020-10-04|5|57|1|3
2020-08-27|3|95|1|1
2020-09-25|3|66|1|1
2020-11-10|7|20|3|4
2020-10-24|4|37|2|2
2020-11-12|3|18|3|1
2020-11-23|4|7|4|2
2020-11-13|3|17|3|1
2020-11-30|3|0|5|1
2020-11-24|4|6|4|2
2020-11-22|8|8|4|5
2020-10-02|2|59|1|1
2020-10-16|3|45|2|1
2020-11-15|6|15|3|4
2020-11-21|4|9|4|2
2020-11-26|4|4|5|2
2020-10-18|3|43|2|1
2020-11-16|3|14|3|1
2020-11-17|2|13|4|1
2020-10-12|4|49|2|2
2020-11-29|6|1|5|4
2020-11-26|2|4|5|1
2020-09-02|1|89|1|1
2020-10-19|5|42|2|3
2020-09-23|1|68|1|1
2020-11-30|7|0|5|4
2020-10-24|6|37|2|4
2020-11-15|5|15|3|3
2020-10-28|5|33|2|3
2020-11-05|4|25|3|2
2020-11-22|7|8|4|4
2020-10-28|6|33|2|4
2020-10-30|3|31|2|1
2020-11-23|4|7|4|2
2020-11-23|10|7|4|5
2020-11-14|5|16|3|3
2020-10-18|5|43|2|3
2020-08-21|1|101|1|1
2020-10-05|3|56|1|1
2020-11-16|7|14|3|4
2020-11-28|6|2|5|4
2020-10-25|4|36|2|2
2020-11-25|12|5|5|5
2020-06-28|1|155|1|1
2020-10-25|7|36|2|4
2020-11-30|10|0|5|5
2020-11-27|3|3|5|1
2020-10-17|4|44|2|2
2020-10-25|7|36|2|4
2020-11-11|10|19|3|5
2020-10-09|3|52|2|1
2020-09-27|3|64|1|1
2020-11-02|4|28|3|2
2020-11-28|5|2|5|3
2020-10-18|2|43|2|1
2020-10-01|3|60|1|1
2020-10-03|2|58|1|1
2020-11-28|2|2|5|1
2020-11-27|9|3|5|5
2020-11-24|4|6|4|2
2020-10-09|3|52|2|1
2020-11-24|3|6|4|1
2020-11-22|5|8|4|3
2020-11-29|5|1|5|3
2020-11-25|3|5|5|1
2020-11-25|11|5|5|5
2020-11-14|4|16|3|2
2020-11-30|5|0|5|3
2020-11-25|9|5|5|5
2020-11-30|1|0|5|1
2020-11-10|6|20|3|4
2020-11-21|5|9|4|3
2020-11-11|7|19|3|4
2020-11-19|7|11|4|4
2020-11-17|4|13|4|2
2020-11-08|6|22|3|4
2020-11-02|4|28|3|2
2020-10-04|5|57|1|3
2020-11-16|11|14|3|5
2020-11-18|2|12|4|1
2020-10-11|4|50|2|2
2020-11-09|5|21|3|3
2020-11-22|4|8|4|2
2020-10-12|3|49|2|1
2020-11-30|7|0|5|4
2020-11-30|3|0|5|1
2020-08-16|2|106|1|1
2020-11-23|3|7|4|1
2020-10-04|4|57|1|2
2020-11-20|8|10|4|5
2020-08-23|3|99|1|1
2020-11-22|4|8|4|2
2020-10-25|4|36|2|2
2020-09-04|5|87|1|3
2020-11-23|10|7|4|5
2020-11-12|5|18|3|3
2020-10-30|6|31|2|4
2020-11-26|13|4|5|5
2020-11-23|4|7|4|2
2020-11-23|8|7|4|5
2020-10-29|4|32|2|2
2020-11-02|4|28|3|2
2020-10-19|5|42|2|3
2020-11-23|8|7|4|5
2020-09-08|3|83|1|1
2020-11-15|6|15|3|4
2020-11-27|6|3|5|4
2020-10-10|4|51|2|2
2020-10-12|4|49|2|2
2020-09-27|3|64|1|1
2020-10-31|3|30|2|1
2020-11-09|6|21|3|4
2020-10-24|2|37|2|1
2020-09-11|6|80|1|4
2020-11-27|19|3|5|5
2020-09-10|3|81|1|1
2020-08-23|3|99|1|1
2020-10-12|7|49|2|4
2020-09-26|3|65|1|1
2020-11-08|3|22|3|1
2020-11-15|4|15|3|2
2020-11-28|7|2|5|4
2020-11-29|7|1|5|4
2020-11-22|7|8|4|4
2020-11-03|9|27|3|5
2020-10-07|6|54|1|4
2020-11-06|4|24|3|2
2020-11-25|10|5|5|5
2020-11-12|5|18|3|3
2020-10-03|2|58|1|1
2020-10-25|7|36|2|4
2020-10-20|6|41|2|4
2020-11-21|4|9|4|2
2020-11-27|9|3|5|5
2020-11-23|8|7|4|5
2020-11-13|6|17|3|4
2020-11-29|5|1|5|3
2020-09-11|3|80|1|1
2020-11-10|6|20|3|4
2020-11-12|10|18|3|5
2020-11-20|12|10|4|5
2020-11-23|7|7|4|4
2020-11-27|7|3|5|4
2020-11-29|7|1|5|4
2020-10-18|9|43|2|5
2020-11-18|9|12|4|5
2020-11-02|8|28|3|5
2020-09-24|4|67|1|2
2020-10-10|2|51|2|1
2020-11-28|2|2|5|1
2020-11-22|6|8|4|4
2020-11-19|6|11|4|4
2020-11-22|9|8|4|5
2020-10-29|8|32|2|5
2020-11-26|1|4|5|1
2020-11-15|9|15|3|5
2020-08-19|2|103|1|1
2020-08-19|4|103|1|2
2020-10-01|1|60|1|1
2020-11-18|2|12|4|1
2020-10-28|6|33|2|4
2020-11-21|6|9|4|4
2020-09-28|2|63|1|1
2020-11-11|7|19|3|4
2020-09-08|2|83|1|1
2020-10-27|7|34|2|4
2020-09-28|3|63|1|1
2020-11-22|10|8|4|5
2020-10-16|4|45|2|2
2020-11-02|7|28|3|4
2020-11-15|3|15|3|1
2020-11-20|5|10|4|3
2020-11-14|6|16|3|4
2020-10-11|3|50|2|1
2020-10-30|6|31|2|4
2020-11-10|8|20|3|5
2020-10-16|3|45|2|1
2020-11-04|5|26|3|3
2020-11-17|8|13|4|5
2020-08-30|3|92|1|1
2020-11-29|3|1|5|1
2020-11-11|10|19|3|5
2020-11-20|8|10|4|5
2020-11-29|13|1|5|5
2020-11-25|4|5|5|2
2020-11-26|4|4|5|2
2020-09-10|1|81|1|1
2020-08-02|4|120|1|2
2020-11-22|4|8|4|2
2020-09-28|4|63|1|2
2020-11-14|5|16|3|3
2020-11-21|10|9|4|5
2020-10-04|6|57|1|4
2020-11-15|7|15|3|4
2020-07-18|2|135|1|1
2020-11-25|3|5|5|1
2020-11-15|1|15|3|1
2020-11-30|6|0|5|4
2020-10-31|3|30|2|1
2020-11-28|8|2|5|5
2020-11-12|3|18|3|1
2020-11-29|2|1|5|1
2020-07-26|3|127|1|1
2020-11-30|2|0|5|1
2020-11-24|10|6|4|5
2020-09-15|2|76|1|1
2020-11-15|5|15|3|3
2020-11-11|6|19|3|4
2020-11-28|5|2|5|3
2020-11-14|4|16|3|2
2020-11-13|5|17|3|3
2020-08-23|1|99|1|1
2020-11-06|1|24|3|1
2020-11-30|9|0|5|5
2020-11-26|3|4|5|1
2020-09-21|5|70|1|3
2020-11-28|8|2|5|5
2020-11-28|7|2|5|4
2020-11-21|5|9|4|3
2020-11-14|2|16|3|1
2020-08-25|4|97|1|2
2020-11-08|4|22|3|2
2020-10-26|4|35|2|2
2020-11-27|12|3|5|5
2020-11-14|3|16|3|1
2020-11-30|9|0|5|5
2020-11-28|4|2|5|2
2020-11-05|8|25|3|5
2020-11-12|6|18|3|4
2020-09-17|8|74|1|5
2020-09-21|2|70|1|1
2020-11-20|7|10|4|4
2020-06-10|1|173|1|1
2020-07-07|1|146|1|1
2020-11-24|8|6|4|5
2020-11-28|10|2|5|5
2020-11-15|6|15|3|4
2020-10-27|3|34|2|1
2020-07-21|2|132|1|1
2020-11-17|3|13|4|1
2020-11-28|7|2|5|4
2020-11-15|10|15|3|5
2020-10-14|6|47|2|4
2020-11-17|7|13|4|4
2020-11-23|3|7|4|1
2020-08-09|1|113|1|1
2020-10-28|4|33|2|2
2020-11-02|4|28|3|2
2020-11-21|6|9|4|4
2020-11-12|7|18|3|4
2020-09-14|2|77|1|1
2020-10-28|5|33|2|3
2020-11-24|8|6|4|5
2020-11-25|5|5|5|3
2020-09-11|2|80|1|1
2020-11-28|7|2|5|4
2020-11-18|2|12|4|1
2020-11-02|4|28|3|2
2020-11-25|7|5|5|4
2020-11-05|4|25|3|2
2020-08-18|1|104|1|1
2020-11-15|5|15|3|3
2020-08-30|3|92|1|1
2020-11-29|8|1|5|5
2020-11-14|6|16|3|4
2020-11-08|2|22|3|1
2020-11-14|3|16|3|1
2020-10-14|1|47|2|1
2020-11-08|6|22|3|4
2020-11-25|6|5|5|4
2020-11-29|5|1|5|3
2020-10-29|4|32|2|2
2020-11-21|8|9|4|5
2020-10-30|3|31|2|1
2020-11-23|7|7|4|4
2020-11-28|6|2|5|4
2020-10-26|8|35|2|5
2020-10-11|3|50|2|1
2020-11-06|6|24|3|4
2020-10-30|3|31|2|1
2020-11-07|6|23|3|4
2020-11-02|5|28|3|3
2020-11-21|3|9|4|1
2020-11-27|5|3|5|3
2020-09-19|3|72|1|1
2020-09-14|4|77|1|2
2020-11-16|7|14|3|4
2020-11-26|11|4|5|5
2020-11-23|8|7|4|5
2020-08-27|1|95|1|1
2020-11-09|2|21|3|1
2020-11-13|8|17|3|5
2020-11-10|6|20|3|4
2020-11-30|9|0|5|5
2020-10-14|4|47|2|2
2020-09-19|4|72|1|2
2020-11-16|4|14|3|2
2020-11-15|3|15|3|1
2020-11-13|5|17|3|3
2020-10-12|4|49|2|2
2020-11-26|7|4|5|4
2020-11-22|4|8|4|2
2020-10-01|3|60|1|1
2020-10-23|7|38|2|4
2020-11-02|4|28|3|2
2020-10-25|1|36|2|1
2020-11-30|6|0|5|4
2020-10-17|2|44|2|1
2020-10-04|1|57|1|1
2020-06-15|2|168|1|1
2020-11-26|4|4|5|2
2020-11-22|8|8|4|5
2020-11-10|5|20|3|3
2020-10-30|6|31|2|4
2020-11-20|11|10|4|5
2020-11-29|7|1|5|4
2020-11-07|4|23|3|2
2020-09-07|1|84|1|1
2020-10-14|8|47|2|5
2020-10-28|5|33|2|3
2020-11-13|9|17|3|5
2020-11-30|11|0|5|5
2020-11-24|7|6|4|4
2020-11-25|9|5|5|5
2020-11-29|11|1|5|5
2020-09-15|1|76|1|1
2020-11-29|4|1|5|2
2020-11-21|7|9|4|4
2020-10-12|4|49|2|2
2020-08-19|3|103|1|1
2020-11-30|1|0|5|1
2020-10-12|1|49|2|1
2020-10-31|4|30|2|2
2020-11-26|5|4|5|3
2020-10-25|3|36|2|1
2020-11-27|5|3|5|3
2020-11-17|6|13|4|4
2020-09-27|4|64|1|2
2020-11-30|4|0|5|2
2020-11-10|5|20|3|3
2020-11-03|2|27|3|1
2020-10-25|3|36|2|1
2020-10-23|6|38|2|4
2020-09-16|3|75|1|1
2020-11-29|8|1|5|5
2020-11-16|5|14|3|3
2020-10-28|5|33|2|3
2020-11-02|6|28|3|4
2020-11-11|7|19|3|4
2020-11-21|13|9|4|5
2020-11-30|12|0|5|5
2020-11-20|4|10|4|2
2020-11-29|5|1|5|3
2020-11-23|5|7|4|3
2020-10-18|2|43|2|1
2020-11-29|4|1|5|2
2020-11-26|4|4|5|2
2020-11-28|2|2|5|1
2020-11-18|2|12|4|1
2020-11-08|6|22|3|4
2020-10-27|5|34|2|3
2020-11-30|6|0|5|4
2020-09-11|2|80|1|1
2020-11-23|3|7|4|1
2020-11-09|3|21|3|1
2020-11-01|5|29|2|3
2020-08-10|3|112|1|1
2020-11-29|9|1|5|5
2020-11-21|6|9|4|4
2020-11-30|4|0|5|2
2020-10-27|9|34|2|5
2020-11-20|7|10|4|4
2020-09-22|1|69|1|1
2020-11-28|3|2|5|1
2020-11-13|7|17|3|4
2020-11-15|6|15|3|4
2020-11-12|4|18|3|2
2020-11-09|2|21|3|1
2020-07-13|3|140|1|1
2020-11-22|3|8|4|1
2020-08-17|2|105|1|1
2020-11-20|5|10|4|3
2020-11-10|4|20|3|2
2020-11-27|8|3|5|5
2020-11-28|8|2|5|5
2020-11-22|5|8|4|3
2020-11-25|8|5|5|5
2020-11-21|6|9|4|4
2020-10-03|5|58|1|3
2020-09-22|2|69|1|1
2020-11-25|8|5|5|5
2020-11-30|15|0|5|5
2020-10-23|7|38|2|4
2020-11-27|7|3|5|4
2020-11-19|5|11|4|3
2020-09-19|3|72|1|1
2020-11-20|6|10|4|4
2020-11-01|6|29|2|4
2020-11-25|11|5|5|5
2020-11-12|2|18|3|1
2020-10-26|4|35|2|2
2020-11-30|2|0|5|1
2020-10-29|5|32|2|3
2020-11-17|6|13|4|4
2020-09-18|5|73|1|3
2020-11-29|4|1|5|2
2020-10-16|3|45|2|1
2020-11-26|6|4|5|4
2020-09-10|3|81|1|1
2020-10-19|7|42|2|4
2020-11-29|19|1|5|5
2020-11-30|6|0|5|4
2020-11-08|10|22|3|5
2020-11-29|2|1|5|1
2020-10-04|4|57|1|2
2020-11-09|10|21|3|5
2020-11-03|9|27|3|5
2020-11-07|3|23|3|1
2020-08-15|2|107|1|1
2020-09-26|2|65|1|1
2020-11-05|2|25|3|1
2020-11-24|1|6|4|1
2020-11-20|3|10|4|1
2020-10-21|5|40|2|3
2020-11-17|9|13|4|5
2020-11-17|6|13|4|4
2020-10-03|4|58|1|2
2020-11-20|1|10|4|1
2020-11-11|3|19|3|1
2020-09-21|4|70|1|2
2020-11-30|9|0|5|5
2020-10-03|4|58|1|2
2020-09-15|5|76|1|3
2020-11-08|4|22|3|2
2020-11-11|3|19|3|1
2020-11-25|7|5|5|4
2020-11-26|4|4|5|2
2020-09-30|2|61|1|1
2020-11-26|11|4|5|5
2020-08-18|2|104|1|1
2020-09-07|2|84|1|1
2020-10-29|7|32|2|4
2020-11-29|6|1|5|4
2020-11-16|5|14|3|3
2020-11-24|5|6|4|3
2020-08-15|3|107|1|1
2020-09-20|3|71|1|1
2020-07-08|2|145|1|1
2020-10-03|1|58|1|1
2020-09-22|4|69|1|2
2020-08-23|1|99|1|1
2020-09-15|3|76|1|1
2020-11-25|3|5|5|1
2020-11-27|7|3|5|4
2020-11-25|6|5|5|4
2020-11-21|5|9|4|3
2020-11-22|3|8|4|1
2020-10-29|4|32|2|2
2020-11-23|7|7|4|4
2020-08-26|5|96|1|3
2020-11-26|5|4|5|3
2020-10-17|5|44|2|3
2020-11-10|6|20|3|4
2020-11-22|4|8|4|2
2020-09-11|3|80|1|1
2020-11-22|6|8|4|4
2020-11-30|9|0|5|5
